id,name,prob,name2,prob2
18297249,贵州汇福投资开发有限公司,0.5006716583306374,None,None
16286174,None,None,None,None
16360745,福州市三坊七巷保护开发有限公司,0.5137065724257861,None,None
890879,国家电网公司,0.46439807379503295,None,None
18849390,济宁经济开发区城市管理局,0.5321109609111938,None,None
667689,珠海市塔鑫酒业有限公司,0.5110881838271448,None,None
695819,贵州高速公路开发总公司,0.6784308633274024,None,None
827534,佛山市水业集团有限公司,0.5309957181608744,None,None
1253343,None,None,None,None
85231,湖南省水运管理局,0.37116707584537323,None,None
14672497,郓城县住房和城乡建设局,0.5022803941362738,None,None
1398349,拉法基瑞安水泥有限公司,0.497540942756435,None,None
566872,斯里兰卡灌溉和水资源管理部,0.48782808514323267,None,None
16797697,宁乡经济开发区管理委员会,0.5392788082695372,None,None
362257,None,None,None,None
15645759,None,None,None,None
16856676,贵州高速公路集团有限公司,0.4992205518225246,None,None
15519977,国家电网公司,0.4357210838305099,None,None
206673,None,None,None,None
1150652,乌鲁木齐市市政工程建设处,0.4942816728271287,None,None
19319318,温州市鹿城区农林水利局,0.5084790510709362,None,None
804079,武乡西山发电有限责任公司,0.5015675579570308,None,None
1312444,None,None,None,None
15357478,许昌市南水北调配套工程建设管理局,0.5198019961445157,None,None
16380985,海城市公安局,0.48705552273564434,None,None
15716130,四川雅康高速公路有限责任公司,0.6073241410522863,None,None
15624323,漠河县交通运输局,0.5261321974412992,None,None
252540,舟山市定海区金塘北部开发投资有限公司,0.510098388662995,None,None
333624,青海格尔木工业园开发建设有限公司,0.4534900246171959,None,None
584676,某客户,0.5004174153089188,None,None
1407180,None,None,None,None
20400828,中建八局第二建设有限公司,0.502007312648001,None,None
37294,山西大唐国际运城发电有限责任公司,0.5119111252073767,None,None
19971661,宁波穗华置业有限公司,0.5318713759087609,None,None
251511,山东省青州市公安局,0.5246007209112107,None,None
1458884,赣韶铁路有限公司,0.6186564789667499,None,None
19325922,昭平县住房和城乡建设局,0.5114986191496541,None,None
39336,海南英利新能源有限公司,0.5087874032779405,None,None
1127169,中煤陕西榆林能源化工有限公司,0.18014783405323787,None,None
791610,阿拉善盟德晟冶金炉料有限公司,0.5439789640783875,None,None
16941316,浙江方圆聚合纤有限公司,0.5015936167598551,None,None
15789278,None,None,None,None
460083,平顶山姚孟第二发电有限公司,0.5198373406346848,None,None
16277771,定兴县住房和城乡建设局,0.4896203911704779,None,None
8870461,中国电信股份有限公司,0.4167250633155332,None,None
15501612,兰州科天健康科技股份有限公司,0.47329534656280137,None,None
1087616,中国农业银行股份有限公司义马市支行,0.2829164863465607,None,None
16900437,河北建投海上风电有限公司,0.49655882439316396,None,None
20260048,成都高投置业有限公司,0.505255017049258,None,None
16298668,孝义市福孝化工有限公司,0.4889286166093887,None,None
1165988,京福铁路客运专线安徽有限责任公司,0.4949348777149049,None,None
1239319,河北都邦石化工程设计有限公司和河北润达石化工程建设有限公司,0.43431152403806117,None,None
313359,中国石油化工股份有限公司齐鲁分公司,0.47916006178864684,None,None
544734,浙江省舟山市国土资源局,0.5305971855526755,None,None
15645578,上汽大众汽车有限公司,0.5239547135901994,None,None
899091,建设局,0.2261283155420868,None,None
1182869,交通银行股份有限公司,0.3483643273439664,None,None
1496560,株洲市公共交通有限责任公司,0.5140025321290645,None,None
242576,泉州南惠高速公路有限责任公司,0.7653856337347605,None,None
109988,内蒙古中环光伏材料有限公司,0.5213240864258721,None,None
1628829,国家电网公司,0.5035534214565455,None,None
15927481,None,None,None,None
1793234,国家电网公司,0.36517838672360026,None,None
1842810,常熟市发展和改革委员会,0.48582843199080217,None,None
1687816,泗洪县水务局,0.5130911217065092,None,None
766533,广州市花都区城市管理局,0.3222387355745273,None,None
1103457,珠海城建市政建设有限公司,0.5142237137482327,None,None
19337991,中国移动通信有限公司,0.5118867684490859,None,None
331843,太原市政府采购中心,0.3536281437809065,None,None
16515306,台州循环经济发展有限公司,0.5082597873381018,None,None
1098351,None,None,None,None
