id,name,prob,name2,prob2
18297249,贵州省独山县影山镇净心谷景区亮化项目设计施工总承包(EPC)合同,0.5397646666293611,None,None
16360745,电子竞价结果确认函,0.3841829955852659,None,None
18849390,PPP项目合同,0.5217357443494456,None,None
667689,酒鬼优级老酒购销合同,0.5367392126277186,None,None
85231,湖南省农村老旧渡船标准化改造采购及服务项目——标准渡船建造合同书,0.49657370220908215,None,None
14672497,None,None,None,None
1398349,遵义三岔日产5000tpd水泥生产线总承包合同,0.50542558305047,None,None
566872,斯里兰卡延河灌溉项目商务合同,0.5269795844720984,None,None
16797697,None,None,None,None
362257,None,None,None,None
16856676,贵州省余庆至安龙高速公路罗甸至望谟段机电工程(隧道机电)施工总承包合同,0.5276340822206228,None,None
206673,None,None,None,None
252540,舟山市定海区金塘北部区域开发建设项目沥港渔港建设工程I标施工合同,0.5344110569746269,None,None
1407180,有关风力发电机组叶片的供货合同,0.5485299673798424,None,None
20400828,石材采购合同,0.5549039729157116,None,None
19971661,奉化国际滨海旅游健康小镇项目首期三标段灌注桩工程施工合同,0.5676063127279547,None,None
39336,江苏协鑫硅材料科技发展有限公司切片项目工程多晶铸锭炉采购合同,0.5163217004611007,None,None
791610,高压辊磨机铁矿石终粉麻系统成套采购合同,0.5252825726108056,None,None
16941316,锦纶6聚合项目合同,0.5337529175414457,None,None
460083,2×600MW超临界机组烟气脱硫合同,0.5224246339154286,None,None
1087616,贷款重组借款合同,0.6623002812884734,None,None
16900437,唐山乐亭菩提岛海上风电场300兆瓦示范工程的39台风机单桩基础土建和金属结构安装工程,0.5672332619213307,None,None
16298668,项目合作协议,0.639702510155588,None,None
1239319,None,None,None,None
313359,齐鲁分公司第一硫磺回收装置安全隐患治理技术改造项目EPC总承包合同,0.5741739198321426,None,None
544734,国有土地使用权出让合同补充协议,0.35878146480768663,None,None
15645578,汽车底板自动化焊接生产线合同,0.5720906442479714,None,None
899091,LED应用产品合作协议,0.5381610867208316,None,None
1496560,动车组销售合同,0.5291894110601466,None,None
109988,全自动单晶炉销售合同,0.5478991651840979,None,None
1103457,珠海市城市绿化景观提升工程设计施工总承包合同,0.5655427438293026,None,None
1503686,建设工程施工总承包合同,0.4028494533755366,None,None
1098351,中石化九江分公司油品质量升级改造项目煤制氢装置设备材料采购三方买卖合同,0.5723366502394417,None,None
15644056,EPC总承包合同,0.49112124265078544,None,None
287641,北京市西城区金融街月坛南街项目4#写字楼(以下简称“月坛南街4#写字楼”)出售给招商银行,0.36875320904547704,None,None
581213,建设工程施工合同,0.5101661430372292,None,None
1213642,风力发电机组叶片供货变更合同,0.6876060375503461,None,None
1317888,马来西亚NSCI公司日产5000吨熟料水泥生产线及现有两台水泥磨升级改造项目设计供货合同,0.7335486621000664,None,None
410374,安徽省农村义务教育薄弱学校改造计划图书项目物流配送协议书,0.5208252294284749,None,None
15716307,钟山区美丽乡村升级改造项目合作框架协议,0.41223552254450724,None,None
1262310,锗产品供应合同(修订),0.5079196201461494,None,None
20193081,None,None,None,None
27631,广东省惠大疏港高速公路路面工程施工F-01合同段,0.15313822886275916,None,None
15822125,广州开发区供水管理中心区供水调度管理系统(一期)政府采购项目合同书,0.5536086557692691,None,None
1096637,None,None,None,None
1384576,国华东台二期扩建项目风力发电机组塔架设备采购供货合同,0.49066708101398265,None,None
1084522,None,None,None,None
1596785,成都市万兴环保发电厂项目烟气净化系统设备采购服务合同,0.50705166791875,None,None
19234764,购销合同,0.5057543553717859,None,None
133363,3300t/d水泥生产线EPC工程总承包合同,0.5110995908115985,None,None
1330538,开县生活垃圾处理特许经营协议,0.5470788187816691,None,None
16816730,锦纶6聚合设备供货及技术服务合同,0.5264425458677319,None,None
1897531,塔山发电公司2×600MW机组电动给水泵节能改造合同能源(节能服务)管理项目,0.3229120690557546,None,None
379969,None,None,None,None
20594392,船舶建造合同书,0.5951900239793944,None,None
171346,None,None,None,None
1860171,交行湖南省分行愿意继续履行合同,0.35226289718802584,None,None
1841381,智慧金融&智慧政务共建合同,0.48376205309947096,None,None
20335351,昆山市公共自行车运行维护服务项目合同,0.5209435920171486,None,None
19168589,单晶炉供货合同,0.5339217293995935,None,None
1225177,2013年度管材管件购销合同,0.5375314822039013,None,None
20238617,建设工程施工合同,0.558414213387928,None,None
1254960,制浆系统技改工程总承包合同,0.5166453800512174,None,None
15690199,莱阳五龙河流域综合治理PPP项目合同,0.5029408619677164,None,None
151135,内燃机车销售合同,0.5431865729023843,None,None
15896917,智能公交系统软件及硬件终端产品供货合同,0.49746888239589204,None,None
1512736,中长期煤炭购销合同,0.5787471165338238,None,None
15478686,瓮安县草塘“十二塘”景观工程(一期)PPP项目合同,0.48763948906553717,None,None
754567,None,None,None,None
1233892,None,None,None,None
20529133,None,None,None,None
1630346,None,None,None,None
806985,None,None,None,None
18875944,None,None,None,None
876279,老挝琅勃拉邦机场重建项目商务合同,0.5474331326628639,None,None
16328291,None,None,None,None
15816820,None,None,None,None
1138862,北京市西城区金融街月坛中心项目办公综合楼订购协议,0.5076700880440166,None,None
447631,None,None,None,None
1173164,None,None,None,None
110931,PAM供应合同,0.4913860596835457,None,None
135669,50000Nm3/h空分工程和2×90t/h煤气锅炉岛工程总承包合同,0.43570821645701324,None,None
14139705,道真自治县玉溪河河道综合治理建设项目(东段)投资招商合同,0.4911366736631728,None,None
402903,广东五华生态文化教育产业园(广东•五华华侨实验中学)项目设计施工总承包合同,0.5240158013261927,None,None
1269253,七喜控股大厦主体框架工程施工合同,0.5171911999034828,None,None
18821227,None,None,None,None
16550970,海拉尔农牧场管理局节水灌溉升级改造工程BOT项目合同,0.4989683087974473,None,None
15362244,“孟加拉国吉大港白若伯昆(Barobkundo)-斯万迪坡岛(Swandip)33千伏海底电缆、架空线与变电站总包工程”项目合同,0.5423326266895525,None,None
16528080,国家高速德上线巨野至单县(鲁皖界)段工程施工合同协议书,0.5630747733534499,None,None
19319715,None,None,None,None
16528079,日照(岚山)至菏泽公路枣庄至菏泽段工程施工合同协议书,0.5484450969043642,None,None
16842516,建设工程设计施工合同,0.540737748479398,None,None
1162512,塞拉利昂机场航站楼项目商务合同,0.5400730258686343,None,None
2225779,阿联酋ITTIHADPM1EPC项目总承包合同,0.4181047431263904,None,None
351585,None,None,None,None
19209135,None,None,None,None
16353740,新疆中泰昆玉新材料有限公司年产120万吨PTA项目10台超限钛设备供货合同,0.4159131083114415,None,None
1641609,电解锰项目总承包合同,0.526540776083228,None,None
15610699,None,None,None,None
1363624,风力发电机定子的供货合同,0.5788900965923444,None,None
1673847,江阴市应急备用水采购合同,0.5091182643950912,None,None
567316,廊坊市新世纪公园项目一标段建设工程合同,0.5068331557673387,None,None
243619,4*33000KVA电石炉主体成套设备购销合同,0.5647067895806522,None,None
15936351,俄罗斯阿穆尔天然气处理厂非专利设备标段EPC总承包合同,0.5339177239402708,None,None
566950,中化泉州石化项目28万吨/年硫磺回收联合装置设计、采购、施工(EPC)总承包合同,0.5108066727079478,None,None
16719612,贝因美(注册奶粉品类)总承销协议,0.4762256449174742,None,None
36134,贵州登峰能源集团扩能技改工程合同协议书,0.5404687257713648,None,None
16877584,None,None,None,None
1310453,林邑公园、西河带状公园及生态治理BT融资建设工程合同,0.370518115103638,None,None
12000353,None,None,None,None
1063344,None,None,None,None
18285634,牙买加蒙特哥自由港酒店项目合同协议书,0.49615370184042806,None,None
1551152,大额集装箱起重机械供货合同,0.5829764841420347,None,None
1626942,湖南华容工业集中区智慧创新产业园PPP建设合同,0.3884242750331661,None,None
15732469,新疆圣雄能源股份有限公司黑山煤矿开采接续爆破工程合同,0.45035907291106336,None,None
1336371,黑龙江省齐齐哈尔市第一医院南院建设项目融资代建建设合同,0.44036906616797006,None,None
1223354,燃煤电站项目工程承包合同,0.47254213239766696,None,None
15535074,福建省政府采购网上公开信息系统项目政府采购合同,0.5086081298807493,None,None
15791064,None,None,None,None
1709122,地铁销售合同,0.5430462306718745,None,None
1160108,合作协议,0.5486187697671927,None,None
1134305,沈海复线高速公路漳州天宝至诏安段机电工程E1合同,0.4513876990615685,None,None
1445930,库尔德自治区苏莱曼尼亚水泥厂(5300t/d)二线EPC合同,0.5011031623815627,None,None
13734,None,None,None,None
530845,10万吨/年焦炉煤气制甲醇项目EPC总承包合同,0.5307841387540987,None,None
1486117,三标段的施工设计总承包合同viii项目总价,0.14689427737168456,None,None
278047,齐鲁分公司第一硫磺回收装置安全隐患治理技术改造项目EPC总承包合同,0.5391309075818242,None,None
15935589,技术许可协议,0.49453857763517256,None,None
231194,风力发电机组采购合同,0.4136367830570561,None,None
1586721,None,None,None,None
1196266,郑州市轨道交通1号线一期工程自动售检票(AFC)系统招标项目合同书,0.5370267984741028,None,None
279928,邹平齐星开发区热电有限公司1—3号炉脱硝系统投资、建设及运行维护检修合同,0.4654094528340976,None,None
15506596,南阳市内乡乍曲乡100MW&马山口镇50MW光伏电站项目PC总承包合同,0.5063490543192987,None,None
283672,建设工程施工合同,0.5271741631511924,None,None
16928658,购销合同,0.5709398114712148,None,None
15638110,None,None,None,None
16490696,中国渤海05/31合同区石油合同,0.3147448610473393,None,None
879630,云南-广东±800kV直流输电工程控制保护设备采购合同,0.5112262304138,None,None
62932,合同协议书,0.5245786567893097,None,None
1160534,合作协议,0.5054919189498038,None,None
1822125,江阴市山泉污水处理厂40000吨/天印染废水升级改造及中水回用工程总承包合同,0.5563684213260124,None,None
1311605,商品房购销合同,0.47358563174590085,None,None
14789539,None,None,None,None
802850,None,None,None,None
19179629,100万t/a冶炼废渣资源化综合利用项目设备供货及建筑安装合同,0.25167386016720633,None,None
60237,胶州湾产业基地项目合作开发框架合同,0.5003543938573444,None,None
15667137,伊朗中东矿业设备供货项目一期、二期商务合同,0.5186691821037184,None,None
405921,施工合同,0.7240670298852453,None,None
16843107,陈巴尔虎旗中国草原产业集聚区PPP项目合同书,0.6271748240338822,None,None
1502907,“永池”轮废钢船买卖合同,0.42637786700674163,None,None
