1454864	公司中标广州番禺恶居乐房地产开发有限公司开发的广州恶居乐花园住宅楼(自编T61-3、T61-4、T62-3、T62-4)工程,建设规模为地上29层/2幢,地上30层/2幢,地下2层,约为102980平方米,工程地点为番禺区南村镇草堂村,中标价为人民币30894万元,即人民币叁惩零捌佰玖拾肆万元整,工期480日历天	公司/n 中标/n 广州/ns 番禺/ns 恶/a 居乐/n 房地产/j 开发/v 有限公司/n 开发/v 的/uj 广州/ns 恶/a 居乐/n 花园/n 住宅楼/n (/x 自编/v T61/eng -/x 3/x 、/x T61/eng -/x 4/x 、/x T62/eng -/x 3/x 、/x T62/eng -/x 4/x )/x 工程/n ,/x 建设/vn 规模/n 为/p 地上/s 29/m 层/q //x 2/m 幢/q ,/x 地上/s 30/m 层/q //x 2/m 幢/q ,/x 地下/s 2/m 层/q ,/x 约/d 为/p 102980/m 平方米/q ,/x 工程/n 地点/n 为/p 番禺区/ns 南村镇/ns 草堂/n 村/zg ,/x 中/f 标价/n 为/p 人民币/n 30894/m 万元/m ,/x 即/v 人民币/n 叁/m 惩/vg 零/m 捌/m 佰/m 玖/m 拾/v 肆/m 万元/m 整/v ,/x 工期/vn 480/m 日历/t 天/q
18297249	3、合同标的:贵州省独山县影山镇净心谷景区亮化项目设计施工总承包(EPC)	3/x 、/x 合同/a 标的/n :/x 贵州省/ns 独山县/ns 影/vn 山镇/ns 净心/n 谷/nr 景区/n 亮化/v 项目/n 设计/vn 施工/vn 总/b 承包/v (/x EPC/eng )/x
18297249	1、工程名称:贵州省独山县影山镇净心谷景区亮化项目设计施工总承包(EPC)	1/x 、/x 工程/n 名称/n :/x 贵州省/ns 独山县/ns 影/vn 山镇/ns 净心/n 谷/nr 景区/n 亮化/v 项目/n 设计/vn 施工/vn 总/b 承包/v (/x EPC/eng )/x
18297249	5、工程内容:净心路、胭脂大道、翰林路、净心谷广场(包含停车场、周围建筑)、九门牌楼、净心路、九孔连桥、胭脂河道景观亮化(从九孔连桥到荷花池之间河道包含九座小桥)、荷花池、游客集散中心、端苑(政府大楼西侧八幢新建仿古民居)、乡贤园、翁奇营盘、净心谷北门、环湖路	5/x 、/x 工程/n 内容/n :/x 净/a 心路/n 、/x 胭脂/n 大道/n 、/x 翰林/nz 路/n 、/x 净心/n 谷/nr 广场/n (/x 包含/v 停车场/n 、/x 周围/f 建筑/n )/x 、/x 九门/ns 牌楼/n 、/x 净/a 心路/n 、/x 九孔/n 连桥/nr 、/x 胭脂/n 河道/n 景观/n 亮化/v (/x 从/p 九孔/n 连桥/nr 到/v 荷花池/ns 之间/f 河道/n 包含/v 九座/m 小桥/nr )/x 、/x 荷花池/ns 、/x 游客/n 集散中心/n 、/x 端/v 苑/ng (/x 政府/n 大楼/n 西侧/f 八幢/m 新建/ns 仿古/d 民居/n )/x 、/x 乡贤/n 园/zg 、/x 翁奇/nr 营盘/n 、/x 净心/n 谷/nr 北门/ns 、/x 环湖/n 路/n
16286174	由武汉市强胜建设工程造价咨询有限公司组织的“武汉市江岸区第二批12校3D实验校配建设项目”(项目编号:WHQS-HW-2017-155)于2017年6月2日进行了公开招标开标、评标工作	由/p 武汉市/ns 强胜/v 建设/vn 工程造价/n 咨询/vn 有限公司/n 组织/v 的/uj “/x 武汉市/ns 江岸区/ns 第二批/m 12/m 校/n 3/m D/eng 实验/vn 校配/v 建设项目/n ”/x (/x 项目编号/n :/x WHQS/eng -/x HW/eng -/x 2017/m -/x 155/m )/x 于/p 2017/m 年/m 6/m 月/m 2/m 日/m 进行/v 了/ul 公开招标/n 开标/v 、/x 评标/n 工作/vn
16286174	经评标委员会推荐,武汉市江岸区青少年科技活动中心确认公司为该项目的中标人,中标金额:人民币147.9万元	经/p 评标/n 委员会/n 推荐/v ,/x 武汉市/ns 江岸区/ns 青少年/nr 科技/n 活动中心/l 确认/v 公司/n 为/p 该项/r 目的/n 中标人/n ,/x 中标/n 金额/n :/x 人民币/n 147.9/m 万元/m
16856908	新建子项目为:鲤城老城区污水管网改造工程、仙游县11个乡镇镇区生活污水处理工程、仙游县农村生活污水处理工程;存量子项目为西苑乡、龙华镇、盖尾镇、榜头镇、大济镇、度尾镇、钟山镇、游洋镇、石苍乡、菜溪乡、社硎乡、书峰乡等乡镇已建成的污水处理厂及污水管网运营工程	新建/ns 子项目/n 为/p :/x 鲤城/n 老城区/ns 污水/n 管网/n 改造/v 工程/n 、/x 仙游县/ns 11/m 个/m 乡镇/n 镇区/ns 生活/vn 污水处理/n 工程/n 、/x 仙游县/ns 农村/n 生活/vn 污水处理/n 工程/n ;/x 存量/n 子项目/n 为/p 西苑/ns 乡/n 、/x 龙华镇/ns 、/x 盖尾镇/nr 、/x 榜/n 头/n 镇/n 、/x 大济/n 镇/v 、/x 度/q 尾/n 镇/n 、/x 钟/nr 山镇/ns 、/x 游洋镇/n 、/x 石苍乡/nr 、/x 菜/n 溪/n 乡/n 、/x 社/n 硎/g 乡/n 、/x 书峰/n 乡/n 等/u 乡镇/n 已/d 建成/v 的/uj 污水/n 处理厂/n 及/c 污水/n 管网/n 运营/vn 工程/n
16360745	项目名称:三坊七巷南街城市生活综合体运营服务项目	项目名称/n :/x 三坊七巷/ns 南街/ns 城市/ns 生活/vn 综合体/n 运营/vn 服务项目/n
890879	近日,科大智能科技股份有限公司(以下简称“公司”)参与了国家电网公司2014年第一批电能表及用电信息采集设备招标采购项目的公开招投标,该项目的招标人为国家电网公司	近日/t ,/x 科大/j 智能/n 科技股份/n 有限公司/n (/x 以下/f 简称/v “/x 公司/n ”/x )/x 参与/v 了/ul 国家电网/nz 公司/n 2014/m 年/m 第一批/m 电能表/n 及/c 用电/n 信息/n 采集/v 设备/vn 招标/n 采购/v 项目/n 的/uj 公开/ad 招投标/j ,/x 该项/r 目的/n 招标人/n 为/p 国家电网/nz 公司/n
890879	2014年3月26日,国家电网公司电子商务平台网发布了国家电网公司2014年第一批电能表及用电信息采集设备招标采购项目推荐的中标候选人公示名单(http://ecp.sgcc.com.cn/html/news/014001003/23030.html)公示公司成为国家电网公司2014年第一批电能表及用电信息采集设备招标采购项目下的部分子包的推荐中标候选人,现将相关情况提示如下:	2014/m 年/m 3/m 月/m 26/m 日/m ,/x 国家电网/nz 公司/n 电子商务/n 平台/n 网/n 发布/v 了/ul 国家电网/nz 公司/n 2014/m 年/m 第一批/m 电能表/n 及/c 用电/n 信息/n 采集/v 设备/vn 招标/n 采购/v 项目/n 推荐/v 的/uj 中标/n 候选人/n 公示/v 名单/n (/x http/eng :/x //x //x ecp/eng ./m sgcc/eng ./m com/eng ./m cn/eng //x html/eng //x news/eng //x 014001003/m //x 23030./m html/eng )/x 公示/v 公司/n 成为/v 国家电网/nz 公司/n 2014/m 年/m 第一批/m 电能表/n 及/c 用电/n 信息/n 采集/v 设备/vn 招标/n 采购/v 项目/n 下/f 的/uj 部分/n 子包/n 的/uj 推荐/v 中标/n 候选人/n ,/x 现/tg 将/d 相关/v 情况/n 提示/v 如下/t :/x
