16	美国国务卿约翰海伊宣布了开放政策，以促进美国与中国的贸易。	0	1900 January 2
19	约翰斯·霍普金斯大学的Henry A. Rowland博士宣布了一个关于地球磁性原因的理论。	1	1900 January 5
41	第二次布尔战争：布尔人试图结束莱迪史密斯的围攻，这导致了平原战役。	2	1900 January 6
41	SS Lazio是一家意大利职业体育俱乐部，在罗马成立。	3	1900 January 9
41	Puccini的歌剧Tosca首演在意大利罗马举行。	4	1900 January 14
11	美国参议院接受1899年英国 - 德国条约，其中英国放弃了对萨摩亚群岛美属萨摩亚部分的主张。	5	1900 January 14
41	拳击手叛乱：中国清朝北京的外交官要求义和团叛徒受到纪律处分。	6	1900 January 27
22	联合王国和美国在尼加拉瓜中美洲各地签署了建立中美洲航运运河的条约。	7	1900 February 5
32	当荷兰参议院批准1899年和平会议法令时，海牙国际仲裁法院成立。	8	1900 February 6
41	第二次布尔战争：英国军队被莱迪史密斯的布尔人击败。	9	1900 February 8
1	第二次波尔战争 - 帕德伯格战役：2万英军入侵橙色自由州。	10	1900 February 14
1	第二次布尔战争：解除对金伯利的围攻。	11	1900 February 15
1	第二次布尔战争：帕德伯格之战：英国军队击败布尔人。	12	1900 February 17
40	拜仁是德国最成功的足球俱乐部，在慕尼黑成立。	13	1900 February 27
1	第二次布尔战争：英国军方领导人接受波尔将军Piet Cronj博士的无条件投降通知。	14	1900 February 27
33	英国工党在伦敦的公理纪念馆举行的会议上正式成立。	15	1900 February 27
41	在尼加拉瓜和哥斯达黎加之间的争端中，两艘美国海军巡洋舰被派往中美洲以保护美国的利益。	16	1900 March 5
20	美国西弗吉尼亚州的煤矿爆炸造成50名矿工死亡。	17	1900 March 6
19	植物学家Hugo de Vries重新发现了孟德尔的遗传定律。	18	1900 March 14
13	“黄金标准法”获得批准，将美国货币置于黄金标准之上。	19	1900 March 14
19	英国考古学家亚瑟·埃文斯爵士购买克里特岛上的土地，克诺索斯宫的遗址就在那里。三天后他开始挖掘一些宫殿。	20	1900 March 16
40	AFC Ajax是荷兰一家成功的足球俱乐部，在阿姆斯特丹成立。	21	1900 March 18
37	环球博览会是一个世界博览会，在巴黎开幕。	22	1900 April 14
20	斯科菲尔德矿灾：犹他州斯科菲尔德一座煤矿的爆破粉爆炸造成200人死亡。	23	1900 May 1
37	第二届现代奥林匹克运动会在巴黎开幕（作为巴黎世界博览会的一部分）。	24	1900 May 14
1	第二次布尔战争：英国军队解除了围攻Mafeking。	25	1900 May 17
41	拳击手叛乱：义和团摧毁北京附近的三个村庄，杀死60名中国基督徒。	26	1900 May 17
41	L. Frank Baum的“绿色奇妙的巫师”在芝加哥出版，这是Baum的Oz书中的第一本，记录了儿童的虚构的绿野仙踪。	27	1900 May 17
11	联合王国宣布对汤加提供保护。	28	1900 May 18
1	俄罗斯入侵满洲。	29	1900 May 21
31	第二次布尔战争：英国吞并橙色自由州，作为奥兰治河殖民地。	30	1900 May 24
41	拳击手起义：义和团在丰台火车站攻击比利时人。	31	1900 May 28
34	恩贾梅纳是乍得的首都，由法国指挥官ÕÔÕmileGentil创建为Fort-Lamy。	32	1900 May 29
41	美国节制的鼓动者Carrie Nation开始她的十字军东征以拆除沙龙。	33	1900 June 1
1	第二次布尔战争：英国士兵占领比勒陀利亚。	34	1900 June 5
18	德国国会批准了第二部法律，允许德意志帝国海军的扩张	35	1900 June 14
1	义和团叛乱大F堡垒之战：八国联盟海军在中国海河口捕获了大沽炮台。	36	1900 June 17
41	拳击手叛乱：拳击手在北京附近聚集了大约2万人，杀死了数百名欧洲公民，包括德国大使。	37	1900 June 20
19	道教僧人王元禄在中国敦煌莫高窟发现了敦煌手稿，自11世纪初以来，他们就被封存在那里。	38	1900 June 25
34	伦敦地铁的伦敦中央铁路开通。	39	1900 June 27
19	第一架齐柏林飞艇在德国腓特烈港附近的康斯坦茨湖上空飞行。	40	1900 July 2
19	德国邮轮SS Deutschland首次打破了Blue Riband的纪录，平均速度为22.4节（41.5公里/小时）。	41	1900 July 12
22	第一次泛非会议在伦敦举行。	42	1900 July 23-25
4	"1900年的加尔维斯顿飓风造成大约6,000人死亡。"	43	1900 September 8
35	海军上将Fredrik von Otter成为瑞典首相。	44	1900 September 12
41	菲律宾美国战争_PANGng Lupa战役：菲律宾抵抗战士击败了一支美国士兵。	45	1900 September 13
31	库克群岛成为联合王国的领土。	46	1900 October 9
19	马克斯普朗克发现了黑体辐射定律（普朗克定律）。	47	1900 October 19
43	1900年美国总统大选：威廉麦金莱再次当选总统，在复赛中击败威廉詹宁斯布莱恩。	48	1900 November 6
19	马克斯普朗克宣布他发现了黑体发射定律，标志着量子物理学的诞生。	49	1900 December 14
35	Hopetoun Blunder：澳大利亚第一任总督约翰·霍普，第7任霍普顿伯爵，任命新南威尔士州新一届威廉·莱恩爵士，但他无法说服其他殖民政客加入他的政府，并被迫辞职。	50	1900 December 19
41	英国人权活动家Emily Hobhouse抵达南非开普敦。	51	1900 December 27
31	新南威尔士州，昆士兰州，南澳大利亚州，塔斯马尼亚州，维多利亚州和西澳大利亚州的英国殖民地联合为澳大利亚联邦;埃德蒙德巴顿成为澳大利亚第一任总理。	52	1901 January 1
11	尼日利亚成为英国的保护国。	53	1901 January 1
41	五旬节派出生于堪萨斯州托皮卡的伯特利圣经学院的一次祷告会上。	54	1901 January 1
41	西雅图监狱爆发了伤寒，这是美国今年两起伤寒爆发中的第一起。	55	1901 January 5
41	Alferd Packer在服用了18年的同类相食后被释放出狱。	56	1901 January 7
41	基奇纳勋爵报告说，Christiaan de Wet已经开枪打死了一名“和平”使节，还鞭打了另外两名前往突击队的人，要求南非的Burgher公民停止战斗。	57	1901 January 9
19	在第一个伟大的德克萨斯州喷射器中，石油在德克萨斯州博蒙特的Spindletop被发现。	58	1901 January 10
38	英国维多利亚女王在享有超过63年的宝座后，在81岁时去世，她的儿子威尔士亲王正式接替她为爱德华七世国王。	59	1901 January 22
5	俄亥俄州辛辛那提的大歌剧院在大火中被摧毁。	60	1901 January 22
38	维多利亚女王的葬礼在温莎城堡的圣乔治教堂举行。	61	1901 February 2
22	Hay_ÑÕ-Pauncefote条约由联合王国和美国签署，将巴拿马运河的控制权交给美国。	62	1901 February 5
27	摩根大通在美国收购矿山和钢铁厂，标志着第一笔十亿美元的商业交易。	63	1901 February 5
5	"在印第安纳州埃文斯维尔，一场大火烧毁了商业区，造成175,000美元的损失。"	64	1901 February 5
2	反耶稣会骚乱横扫西班牙。	65	1901 February 11
31	印度总督寇松勋爵在毗邻阿富汗的旁遮普地区北部建立了新的西北边境省。	66	1901 February 12
33	爱德华七世开设了他的第一个英国议会。	67	1901 February 14
33	夏威夷领土立法机构首次召开会议。	68	1901 February 20
20	太平洋邮报轮船公司的里约热内卢SS城市进入旧金山湾，造成128人死亡。	69	1901 February 22
22	英国和德国同意德国东非和英国殖民地尼亚萨兰之间的边界。	70	1901 February 23
29	美国钢铁公司由工业家摩根大通（JP Morgan）注册成立，是第一家价值十亿美元的公司。	71	1901 February 25
41	拳击手叛乱领袖Chi-hsui和Hsu-cheng-yu在北京执行。	72	1901 February 26
22	由于布尔斯继续要求自治，米德尔堡和平会议在南非失败。	73	1901 February 26
11	英国，德国和日本抗议中俄关于满洲的协议。	74	1901 March 1
41	1901年的印度人口普查是第四次，也是第一次可靠的英国拉吉人口普查。	75	1901 March 1
11	美国国会通过了普拉特修正案，将古巴的自治权限制为美军撤离的条件。	76	1901 March 2
35	威廉麦金莱宣誓就职，连任美国总统。	77	1901 March 4
2	爱尔兰民族主义示威者被伦敦警察从英国下议院驱逐出境。	78	1901 March 5
35	在不来梅，德国皇帝威廉二世遭到暗杀。	79	1901 March 6
11	联合王国拒绝修改Hay_Ñ的Pauncefote条约。	80	1901 March 11
41	在他去世11年后，在巴黎展出的71幅文森特梵高画作引起轰动。	81	1901 March 17
2	学生们在圣彼得堡和俄罗斯莫斯科发生骚乱。	82	1901 March 17
6	在保加利亚西北海岸发生7.2 Mw黑海地震，最大强度为X（极端）。破坏性的海啸影响了多布里奇省。	83	1901 March 31
44	英国人口普查1901年被采纳。制造业就业人数处于历史最高水平。	84	1901 March 31
44	纽约成为美国第一个要求汽车牌照的州。	85	1901 April 25
5	1901年的大火始于佛罗里达州的杰克逊维尔。	86	1901 May 3
1	墨西哥尤卡特的种族战争正式结束，尽管玛雅的突击队员继续零星战斗了十年。	87	1901 May 5
33	第一届澳大利亚议会在墨尔本开幕。	88	1901 May 9
24	恐慌1901年：纽约证券交易所崩溃。	89	1901 May 17
20	在南威尔士Senghenydd的Universal Colliery发生的一次事故中，有81名矿工遇难。	90	1901 May 24
41	ClubAtlëÔë©tico River Plate成立于阿根廷。	91	1901 May 25
29	在新泽西州，爱迪生蓄电池公司成立。	92	1901 May 27
3	"艾米莉·霍布豪斯报道了45个英国南非波尔妇女和儿童集中营的种族灭绝行为，其中18个月内将有26,370人死亡，其中24,000人为16岁以下儿童。64个集中营中的确切死亡率数字对于黑人流离失所的农场工人及其家人而言，目前尚不清楚，但情况更糟。"	93	1901 June
35	Katsura Tar成为日本首相。	94	1901 June 2
11	古巴成为美国的保护国。	95	1901 June 12
44	第一个英国指纹局由Edward Henry在伦敦大都会警察总部苏格兰场建立。	96	1901 July 1
40	化学局在美国农业部内成立。	97	1901 July 1
34	"在加拿大新不伦瑞克省哈特兰的圣约翰河上穿过1,282英尺（390米）的有盖大桥。它是世界上最长的有盖桥梁。"	98	1901 July 4
35	William Howard Taft成为菲律宾总督。	99	1901 July 4
19	世界上第一辆定期服务的载客无轨电车在德国Koeninggstein的Biela Valley Trolleybus路线上运行。	100	1901 July 10
41	彼得奥康纳设置了第一个国际田径联合会，公认的跳远世界纪录，24英尺11英尺。该记录将持续20年。	101	1901 August 5
41	探险探险：罗伯特·法尔肯·斯科特（Robert Falcon Scott）乘坐RRS探索号探索南极洲的罗斯海。	102	1901 August 6
19	第一个声称的动力飞行是由出生于德国的美国飞行员居斯塔夫·怀特黑德（Gustave Whitehead）在康涅狄格州的21号中完成的。	103	1901 August 14
32	国家工会中心国际秘书处在哥本哈根成立。	104	1901 August 21
40	西利曼大学成立于菲律宾，是该国第一所美国私立学校。	105	1901 August 28
35	美国副总统西奥多·罗斯福（Theodore Roosevelt）在明尼苏达州博览会上发表了这句名言，“轻声说话并带上一根大棒”。	106	1901 September 2
40	全国职业棒球联盟协会（后来改名为小联盟棒球队）在芝加哥成立。	107	1901 September 5
23	威廉·麦金利遇刺身亡：美国无政府主义者莱昂·科佐格斯在纽约布法罗泛美博览会上向美国总统威廉·麦金利开枪。麦金利8天后去世。	108	1901 September 6
2	随着“义和团议定书”的签署，中国的义和团运动正式结束。	109	1901 September 7
35	在威廉·麦金莱总统去世后，西奥多·罗斯福副总统成为美国第26任总统。罗斯福当天下午宣誓就职。	110	1901 September 14
23	美国总统亚伯拉罕·林肯的尸体被挖掘出来，并以几英尺厚的混凝土重新凿成。	111	1901 September 26
18	英国皇家海军的第一艘潜艇荷兰1号在Barrow-in-Furness发射升空。	112	1901 October 2
41	美国游艇哥伦比亚号在美洲杯游艇比赛中击败英国三叶草。	113	1901 October 4
35	美国总统西奥多·罗斯福邀请非洲裔美国领导人布克·华盛顿访问白宫。美国南方对这次访问作出了愤怒的反应，该地区的种族暴力事件有所增加。	114	1901 October 16
41	耶鲁大学庆祝其二百周年纪念。	115	1901 October 23
41	密歇根州的教师安妮·埃德森·泰勒（Annie Edson Taylor）在尼亚加拉大瀑布（Niagara Falls	116	1901 October 24
35	Leon Czolgosz于9月6日在纽约布法罗暗杀William McKinley。	117	1901 October 29
41	在纽约Amherst，护士Jane Toppan因滥用吗啡而因谋杀戴维斯波士顿家族而被捕。	118	1901 October 29
41	Sigma Phi Epsilon成立于弗吉尼亚州里士满。	119	1901 November 1
38	乔治王子城，康沃尔公爵（后来的乔治五世）成为威尔士亲王和切斯特伯爵。	120	1901 November 9
20	1901年Caister救生艇灾难发生。	121	1901 November 13
41	Alpha Sigma Alpha Fraternity成立于弗吉尼亚州Farmville的Longwood大学。	122	1901 November 15
19	Auguste Deter首先由德国精神病学家Alois Alzheimer博士检查，导致诊断出患有阿尔茨海默氏症的病症。	123	1901 November 25
35	美国总统西奥多·罗斯福向众议院发表了一份2万字的演讲，要求国会在“合理的限度内”遏制信托的力量。	124	1901 December 3
27	第一届诺贝尔奖颁奖典礼在阿尔弗雷德诺贝尔逝世五周年之际在斯德哥尔摩举行。	125	1901 December 10
19	Guglielmo Marconi接收了第一个跨大西洋无线电信号，从英国Poldhu发送到纽芬兰;它是莫尔斯电码中的字母“S”。	126	1901 December 12
34	最终的飙升被赶进了现在位于肯尼亚基苏木的Mombasa_Ñ维多利亚的乌干达铁路。	127	1901 December 20
35	利物浦浸信会牧师查尔斯·阿克德（Charles Aked）谈到南非的战争：“英国不能在没有诉诸地球上最令人讨厌的怯懦的最后卑鄙怯懦的情况下赢得战斗 - 通过他的行为打击一个勇敢的人的心脏妻子的荣誉和他孩子的生命。懦弱的战争是通过野蛮的方式进行的......集中营一直是谋杀营。“一群人跟着他回家，打破了他家的窗户。	128	1901 December 22
41	第一次大学橄榄球比赛，密歇根和斯坦福之间的玫瑰碗，在加利福尼亚州的帕萨迪纳举行。	129	1902 January 1
44	1901年“护士注册法”在新西兰生效，使其成为世界上第一个要求国家注册护士的国家。 1月10日，Ellen Dougherty成为世界上第一位注册护士。	130	1902 January 1
20	纽约中央铁路公园大道隧道发生火车撞车事故造成17人死亡，38人受伤，导致电动火车需求增加，纽约市禁止使用蒸汽机车。	131	1902 January 8
41	Uddevalla Suffrage Association正式解散。	132	1902 January 12
4	日本本州北部的Hakkoda山的一场暴风雪在一次军事训练中丧生199人。	133	1902 January 23
5	火级别新泽西州泽西市的26个城市街区。	134	1902 February 9
2	警察和普选示威者参与了比利时布鲁塞尔的身体争吵。	135	1902 February 11
34	柏林U-Bahn地下室开放。	136	1902 February 15
35	美国总统西奥多·罗斯福因违反“谢尔曼法案”而起诉北方证券公司。	137	1902 February 18
35	澳大利亚官员Breaker Morant和Peter Handcock因路易特里哈特附近的波尔战俘被谋杀而被处决。	138	1902 February 27
40	皇家马德里队成立为马德里足球俱乐部。	139	1902 March 6
1	第二次布尔战争 - ÕÕTweebosch战役：南非布尔人队赢得了他们对英国陆军的最后一战，俘获了一名英国将军及其200名士兵。	140	1902 March 7
41	让·西贝柳斯的第二交响曲在赫尔辛基首演。	141	1902 March 8
29	电影院是美国第一家电影院，在洛杉矶开幕。	142	1902 April 2
26	Tenor Enrico Caruso为米兰的留声机公司制作了第一张销量达百万的唱片。	143	1902 April 11
27	车速为74英里/小时（119公里/小时）的新车速度记录在法国尼斯，由Serpollet的LÕÔë©设定。	144	1902 April 13
15	英联邦公共服务法案创建了澳大利亚的公共服务。	145	1902 May 5
7	"在圣文森特，LaSoufriÕÔëÎre爆发，破坏该岛的北部，造成2,000人死亡"	146	1902 May 7
7	在马提尼克岛，佩莱山爆发，摧毁了圣皮埃尔镇，造成3万多人死亡。	147	1902 May 8
35	西班牙的Alfonso XIII开始了他的统治。	148	1902 May 13
31	古巴从美国获得独立。	149	1902 May 20
41	推出了White I Liner，SS Ionic。	150	1902 May 22
41	罗斯伯里勋爵开设了伦敦经济学院。	151	1902 May 29
2	无烟煤罢工始于美国。	152	1902 June 2
34	纽约中央铁路在芝加哥和纽约市之间开通了20世纪有限公司的客运列车。	153	1902 June 15
17	在澳大利亚，英国女性受试者（亚洲人，原住民和非洲人除外）赢得了“统一特许经营法”的投票。	154	1902 June 16
40	诺维奇城足球俱乐部成立。	155	1902 June 17
35	ErikGustafBostrëÔë_m回归瑞典首相。	156	1902 July 5
44	填海工程在美国地质调查局内进行。	157	1902 July 8
20	宾夕法尼亚州约翰斯敦的轧机矿灾难造成112名矿工死亡。	158	1902 July 10
35	索尔兹伯里勋爵退休后担任英国首相。	159	1902 July 11
35	Garter勋章授予奥地利的Archduke Franz Ferdinand。	160	1902 July 11
